2025-11-22T11:30:54.273737, 88, 18.3, 7.4
2025-11-22T11:45:57.578477, 83, 19.4, 7.5
2025-11-22T12:00:59.223871, 78, 20.1, 7.6
2025-11-22T12:16:00.719467, 75, 20.1, 7.6
2025-11-22T12:46:02.942312, 74, 20.3, 7.8
2025-11-22T13:01:04.504328, 73, 20.3, 7.8
2025-11-22T13:16:06.356675, 73, 20.4, 7.8
2025-11-22T13:31:07.942634, 72, 20.4, 7.9
2025-11-22T13:46:09.525358, 72, 20.8, 8.1
2025-11-22T14:01:11.178898, 73, 20.9, 8.1
2025-11-22T14:16:12.697375, 74, 21.0, 8.1
2025-11-22T14:31:14.246429, 73, 20.7, 8.1
2025-11-22T14:46:15.815988, 72, 20.6, 8.1
2025-11-22T15:01:17.395855, 72, 20.7, 8.1
2025-11-22T15:16:20.551671, 72, 20.7, 8.1
2025-11-22T15:31:22.311529, 72, 20.9, 8.0
2025-11-22T15:46:23.916081, 74, 21.1, 7.9
2025-11-22T16:01:26.447273, 75, 21.1, 7.9
2025-11-22T16:16:29.531985, 75, 21.1, 7.9
2025-11-22T16:31:30.966811, 76, 21.3, 7.8
2025-11-22T16:46:32.432458, 76, 21.4, 7.8
2025-11-22T17:01:33.910084, 75, 21.6, 7.8
2025-11-22T17:16:35.406390, 77, 21.5, 7.8
2025-11-22T17:31:36.864881, 77, 21.6, 7.8
2025-11-22T17:46:38.417123, 78, 21.6, 7.9
2025-11-22T18:01:39.958424, 79, 21.6, 7.9
2025-11-22T18:16:41.526507, 79, 21.4, 8.1
2025-11-22T18:46:43.517484, 79, 21.4, 8.2
2025-11-22T19:01:45.084101, 79, 21.6, 8.3
2025-11-22T19:31:47.064546, 80, 21.7, 8.1
2025-11-22T20:01:49.084995, 79, 21.7, 8.2
2025-11-22T20:16:50.623338, 79, 21.6, 8.2
2025-11-22T20:31:52.171803, 78, 21.3, 8.2
2025-11-22T20:46:53.713795, 77, 21.2, 8.3
2025-11-22T21:01:55.280227, 76, 21.1, 8.3
2025-11-22T21:16:56.832208, 76, 21.1, 8.3
2025-11-22T21:31:58.399587, 76, 21.1, 8.3
2025-11-22T21:46:59.997240, 74, 21.0, 8.4
2025-11-22T22:02:01.605628, 74, 21.0, 8.4
2025-11-22T22:32:03.806025, 76, 20.7, 7.8
2025-11-22T22:47:05.241991, 77, 20.6, 7.8
2025-11-22T23:02:06.709396, 78, 20.5, 7.8
2025-11-22T23:17:08.171906, 79, 20.6, 7.8
2025-11-23T00:17:10.987371, 83, 20.4, 7.9
2025-11-23T00:32:12.492089, 83, 20.4, 7.9
2025-11-23T00:47:13.967344, 84, 20.3, 8.0
2025-11-23T01:02:15.441141, 86, 20.3, 8.0
2025-11-23T01:17:16.902007, 86, 20.4, 7.9
2025-11-23T01:32:18.384747, 87, 20.4, 7.4
2025-11-23T01:47:19.884305, 87, 20.3, 7.3
2025-11-23T02:02:21.387239, 88, 20.3, 7.2
2025-11-23T02:17:22.871148, 88, 20.3, 7.1
2025-11-23T02:32:24.366926, 90, 20.5, 6.8
2025-11-23T02:47:25.844619, 89, 20.4, 6.7
2025-11-23T03:17:27.788700, 89, 20.4, 6.4
2025-11-23T03:32:29.292365, 89, 20.3, 6.3
2025-11-23T03:47:30.813519, 88, 20.3, 6.2
2025-11-23T04:02:32.350368, 88, 20.3, 6.2
2025-11-23T04:17:33.873470, 88, 20.2, 6.2
2025-11-23T04:32:35.381018, 88, 20.1, 6.3
2025-11-23T04:47:36.911843, 88, 20.1, 6.4
2025-11-23T05:02:38.446898, 88, 20.0, 6.4
2025-11-23T05:17:40.027404, 88, 20.0, 6.4
2025-11-23T05:32:41.573738, 88, 20.0, 6.6
2025-11-23T05:47:43.105253, 88, 20.0, 6.7
2025-11-23T06:02:44.700070, 88, 20.0, 6.8
2025-11-23T06:17:46.244255, 88, 20.0, 6.9
2025-11-23T06:32:47.908200, 87, 19.9, 7.1
2025-11-23T06:47:49.486971, 87, 20.1, 7.2
2025-11-23T07:17:51.489142, 87, 19.8, 7.8
2025-11-23T07:47:53.527892, 86, 19.8, 9.6
2025-11-23T08:17:55.603419, 87, 20.0, 10.1
2025-11-23T08:32:57.137616, 87, 20.1, 10.4
2025-11-23T08:47:58.599833, 87, 20.3, 10.6
2025-11-23T09:18:05.559316, 87, 20.3, 10.8
2025-11-23T09:33:07.025725, 87, 20.4, 10.6
2025-11-23T09:48:08.475898, 88, 20.5, 10.6
2025-11-23T10:03:09.985497, 87, 20.5, 10.4
2025-11-23T10:18:11.603197, 87, 20.5, 10.3
2025-11-23T10:33:13.390050, 87, 20.4, 9.8
2025-11-23T10:48:15.193488, 86, 20.6, 9.8
2025-11-23T11:03:16.685607, 85, 20.7, 9.8
