2025-11-23T11:26:42.802009, 82, 21.0, 9.8
2025-11-23T11:41:46.224470, 82, 21.2, 9.8
2025-11-23T12:11:48.277717, 81, 21.1, 9.8
2025-11-23T12:26:49.876499, 81, 21.0, 9.7
2025-11-23T12:41:51.391681, 78, 21.1, 9.7
2025-11-23T12:56:53.108451, 76, 21.2, 9.6
2025-11-23T13:11:54.731868, 76, 21.4, 9.6
2025-11-23T13:26:56.244506, 75, 21.1, 9.9
2025-11-23T13:41:57.801594, 75, 21.0, 9.9
2025-11-23T13:56:59.497578, 75, 21.1, 9.9
2025-11-23T14:12:01.040034, 77, 21.2, 9.9
2025-11-23T14:27:02.544295, 77, 21.1, 9.9
2025-11-23T14:42:04.075356, 77, 21.1, 9.8
2025-11-23T15:12:06.057694, 77, 21.1, 9.6
2025-11-23T15:27:07.601237, 77, 21.1, 9.4
2025-11-23T15:42:09.379884, 72, 20.6, 9.2
2025-11-23T15:57:10.906396, 70, 20.7, 9.1
2025-11-23T16:12:12.483600, 68, 20.5, 8.9
2025-11-23T16:42:14.411481, 71, 20.7, 8.9
2025-11-23T16:57:15.955390, 75, 21.8, 8.6
2025-11-23T17:12:17.373980, 76, 21.3, 8.5
2025-11-23T17:27:18.807854, 76, 21.3, 8.3
2025-11-23T17:42:20.226038, 76, 21.4, 8.1
2025-11-23T17:57:22.021924, 76, 21.3, 7.9
2025-11-23T18:12:23.513518, 76, 21.4, 7.8
2025-11-23T18:42:25.538289, 76, 21.3, 7.5
2025-11-23T18:57:27.037994, 76, 21.3, 7.4
2025-11-23T19:12:28.939227, 77, 21.3, 7.3
2025-11-23T19:27:30.443714, 77, 20.8, 7.2
2025-11-23T19:57:32.448666, 79, 21.0, 7.3
2025-11-23T20:12:34.004048, 79, 21.2, 7.2
2025-11-23T20:42:36.030925, 78, 21.3, 7.1
2025-11-23T20:57:42.695076, 78, 21.3, 7.0
2025-11-23T21:12:44.279760, 78, 21.2, 6.9
2025-11-23T21:27:45.895522, 78, 21.2, 6.9
2025-11-23T21:57:47.933290, 78, 21.4, 6.8
2025-11-23T22:12:49.559288, 79, 21.1, 6.8
2025-11-23T22:27:51.233624, 81, 21.0, 6.7
2025-11-23T22:42:52.775340, 80, 20.9, 6.6
2025-11-23T22:57:54.414518, 81, 20.9, 6.4
2025-11-23T23:27:56.375125, 83, 20.8, 6.2
2025-11-23T23:42:57.858008, 84, 20.8, 6.1
2025-11-23T23:57:59.386636, 85, 20.8, 6.0
2025-11-24T00:13:00.903876, 84, 20.8, 5.9
2025-11-24T00:43:03.160228, 85, 20.7, 5.8
2025-11-24T00:58:04.682155, 85, 20.7, 5.7
2025-11-24T01:13:06.201883, 85, 20.8, 5.7
2025-11-24T01:28:07.733827, 86, 20.8, 5.6
2025-11-24T01:43:09.208077, 86, 20.7, 5.8
2025-11-24T01:58:10.639575, 86, 20.6, 5.8
2025-11-24T02:13:12.077517, 87, 20.6, 5.8
2025-11-24T02:28:13.555555, 87, 20.5, 5.8
2025-11-24T02:58:15.557883, 87, 20.6, 5.7
2025-11-24T03:13:17.109058, 87, 20.5, 5.7
2025-11-24T03:28:18.591802, 87, 20.5, 5.7
2025-11-24T03:43:21.150430, 87, 20.5, 5.6
2025-11-24T04:13:23.117638, 87, 20.5, 5.4
2025-11-24T04:28:24.619749, 88, 20.4, 5.4
2025-11-24T04:43:26.134600, 88, 20.6, 5.7
2025-11-24T05:13:28.059501, 88, 20.4, 5.6
2025-11-24T05:28:29.564745, 88, 20.3, 5.6
2025-11-24T05:43:31.069028, 88, 20.3, 5.6
2025-11-24T06:13:33.042066, 87, 20.3, 5.8
2025-11-24T06:43:34.989326, 87, 20.3, 6.0
